screen_id,provider_id,doi,title,publication_date,type,venue,first_author,author_count,language,abstract_available,membership,query_indices,raw_page,item_index,raw_sha256
S00062,https://openalex.org/W127419377,,Optical properties of vanadium oxide nanostructures synthesized by laser pyrolysis,2012-02-28,dissertation,"University of the Witwatersrand, Johannesburg Institutional Repository on DSpace (University of the Witwatersrand, Johannesburg)",Lerato Shikwambana,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2012-01-01_2012-12-31/attempt_000001/page_000003.json,6,ef678d61e7fc55ee88a65f85a68f750c07d6392ad7f5843a6253d1f2f5048799
S00063,https://openalex.org/W1278340522,10.1016/j.carbon.2015.07.063,Three-dimensional porous carbon nanofiber networks decorated with cobalt-based nanoparticles: A robust electrocatalyst for efficient water oxidation,2015-07-18,article,Carbon,Guo-Lin Cao,6,en,False,BOTH,2;3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2015-01-01_2015-12-31/attempt_000001/page_000001.json,99,2747d472d6ed0a29ba8aa5fbb8e9af7d58c14a0b29f3fbd179dd42a8fcecb5f5
S00064,https://openalex.org/W130628390,,Monitoring Photocatalytic Degradation of X-ray Contrast Media with Raman Spectroscopy,2012-01-01,dissertation,TopSCHOLAR (Western Kentucky University),Sabina Salkic,1,en,True,BOTH,4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q04_year_2012-01-01_2012-12-31/attempt_000001/page_000001.json,2,bfce9a181e8ad7a0be4c71f443452a5084374bfdc90f5a323b5efada691a2cf8
S00065,https://openalex.org/W132144081,,Biomimetic Synthesis of Noble Metal Nanoparticles and Their Applications as Electro-catalysts in Fuel Cells,2012-01-01,dissertation,eScholarship (California Digital Library),Yujing Li,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2012-01-01_2012-12-31/attempt_000001/page_000001.json,90,07e9fa9c66830c78b0adc814c2039a6446cd27d07cc55137852aa98bade92d64
S00066,https://openalex.org/W132824443,,METAL NANOPARTICLES FUNCTIONALIZED WITH METAL-LIGAND COVALENT BONDS,2012-01-01,dissertation,eScholarship (California Digital Library),Xiongwu Kang,1,en,True,BOTH,1;2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2012-01-01_2012-12-31/attempt_000001/page_000001.json,2,07e9fa9c66830c78b0adc814c2039a6446cd27d07cc55137852aa98bade92d64
S00067,https://openalex.org/W133929076,10.3989/cyv.302014,Materials directed to implants for repairing Central Nervous System,2014-12-30,article,Boletín de la Sociedad Española de Cerámica y Vidrio,M. Canillas,3,es,False,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2014-01-01_2014-12-31/attempt_000001/page_000007.json,99,aded8857e3f549473bb7d1648b3532f70332e14894de597dcefb74c985b0370d
S00068,https://openalex.org/W135166380,,Nanoparticles in aqueous environments: a physicochemical and ecotoxicological study of cerium dioxide,2011-01-01,dissertation,UPT. Syiah Kuala University Library (Syiah Kuala University),Paula A. Cole,1,en,True,BOTH,4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q04_year_2011-01-01_2011-12-31/attempt_000001/page_000001.json,0,51b9f3a6fb6acca9f92d0937aa4a4632a89d5320805f902bd7ff82ef26612e8f
S00069,https://openalex.org/W135864721,,Relation between structure and properties of TiO2 coatings on metallic substrates,2012-04-19,dissertation,HAL (Le Centre pour la Communication Scientifique Directe),Aneesha Varghese,1,en,True,BOTH,1;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2012-01-01_2012-12-31/attempt_000001/page_000003.json,48,ef678d61e7fc55ee88a65f85a68f750c07d6392ad7f5843a6253d1f2f5048799
S00070,https://openalex.org/W136383564,,Rapidly solidified magnesium: nickel alloys as hydrogen storage materials,2014-07-01,dissertation,University of Birmingham Institutional Research Archive (University of Birmingham),YI Xiao-dong,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2014-01-01_2014-12-31/attempt_000001/page_000005.json,27,f7bf46509e0d1907acc32b8fe2f2ffa1dd4b184436699f45deb1e316e514ee26
S00071,https://openalex.org/W138543579,,Localized surface plasmon resonance induced structure-property relationships of metal nanostructures,2013-01-01,dissertation,ScholarWorks - WMU (Western Michigan University),Subramanian Vilayurganapathy,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2013-01-01_2013-12-31/attempt_000001/page_000001.json,2,04a9afe721bb9a78af3fa50c2c3132d3405e1c5098a076183d0da2ee8a3877d1
S00072,https://openalex.org/W139312494,,Protein effect on the corrosion behaviour of titanium modified by two surface treatments,2011-01-01,dissertation,"Portuguese National Funding Agency for Science, Research and Technology (RCAAP Project by FCT)",Ângela Filipa Esteves Machado Fontela,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2011-01-01_2011-12-31/attempt_000001/page_000001.json,1,8c0e8c9b5956cfc538222d988e28d61ab7e0b33aa8cd184d98fd3bc91ae4a588
S00073,https://openalex.org/W1408746498,10.25781/kaust-k4tq8,Low-temperature Synthesis of Tin(II) Oxide From Tin(II) ketoacidoximate Precursor,2015-01-01,dissertation,King Abdullah University of Science and Technology Repository (King Abdullah University of Science and Technology),Buthainah Alshankiti,1,en,True,BOTH,4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q04_year_2015-01-01_2015-12-31/attempt_000001/page_000001.json,1,673209a1dae636dad0fc484c1529e096c70d4d3758769a3d5a71003ec7a6c33c
S00074,https://openalex.org/W1411776366,10.25781/kaust-wcg86,TiO2/Cu2O composite based on TiO2 NTPC photoanode for photoelectrochemical (PEC) water splitting under visible light,2015-01-01,dissertation,King Abdullah University of Science and Technology Repository (King Abdullah University of Science and Technology),Le Shi,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2015-01-01_2015-12-31/attempt_000001/page_000001.json,2,16cc00a6a1807d96aa3c570e73ec468aff772f099dd4beb3cbdb55dccf02969a
S00075,https://openalex.org/W1412210378,,Datation des hydrocarbures par la méthode Re-Os : étude expérimentale du comportement géochimique du couple Re-Os dans les pétroles durant l’évolution d’un système pétrolier,2013-12-09,dissertation,Publications Et Travaux Academiques de Lorraine (Universite de Lorraine),Fatima Mahdaoui,1,fr,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2013-01-01_2013-12-31/attempt_000001/page_000006.json,48,fac0e284356ca0050741ee8df86f54903cb501838db2d273f2cb304fe2d68329
S00076,https://openalex.org/W1415945105,10.1149/ma2015-02/24/959,Effect of ZrO2 Additive for IrO2-Ta2O5/Ti on Activity of Oer in Sulfuric Acid with Toluene Contamination,2015-07-07,conference-abstract,ECS Meeting Abstracts,Kohei Nagai,8,en,True,BOTH,3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q03_year_2015-01-01_2015-12-31/attempt_000001/page_000001.json,77,d5bd12a22ce95c658cecb8fc95fc6c25df50d319a81bc37d9d959a0bbd49d715
S00077,https://openalex.org/W141743119,,Development of Novel Nano-structured Materials with Low-Cost and High Stability for PEM Fuel Cell,2013-01-01,article,Scholarship@Western (Western University),Dongsheng Geng,1,en,True,BOTH,2;3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2013-01-01_2013-12-31/attempt_000001/page_000001.json,17,e0b6163034575b112631fb07e811a2f9b03a08bcc1325b5b26f3ace6fa1c3bab
S00078,https://openalex.org/W141797189,,Functionalization of nanostructured titania (TiO2) as electrode materials for supercapacitors,2013-01-01,dissertation,Research Online (University of Wollongong),Maryam Salari,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2013-01-01_2013-12-31/attempt_000001/page_000001.json,3,04a9afe721bb9a78af3fa50c2c3132d3405e1c5098a076183d0da2ee8a3877d1
S00079,https://openalex.org/W1422448871,,Inorganic and hybrid inorganic-organic systems for conservative treatments of stone and wood materials,2015-03-01,dissertation,DSpaceUnipr (University of Parma),Laura Bergamonti,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2015-01-01_2015-12-31/attempt_000001/page_000004.json,18,0c60331363441f834e788c031ab748c433e54bd5bb81edded1049abd45ea2e09
S00080,https://openalex.org/W1425643122,10.1016/j.cej.2015.07.090,"Synthesis, characterization and visible light photocatalytic activity of metal based TiO2 monoliths for CO2 reduction",2015-08-28,article,Chemical Engineering Journal,Oluwafunmilola Ola,2,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2015-01-01_2015-12-31/attempt_000001/page_000007.json,14,c87cd07b1ae0162c9596fb991f551758043d4211fe0b57817c1e68179fcf1587
S00081,https://openalex.org/W142610435,,Preparation And Characterization Of Iron Oxide And Hydroxide Based Nanomaterials,2011-01-01,article,scholarworks - UTEP (The University of Texas at El Paso),G. Carbajal-Franco,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2011-01-01_2011-12-31/attempt_000001/page_000001.json,2,8c0e8c9b5956cfc538222d988e28d61ab7e0b33aa8cd184d98fd3bc91ae4a588
S00082,https://openalex.org/W1426962662,10.1016/j.oregeorev.2015.07.017,Eocene K-rich adakitic rocks in the Central Iran: Implications for evaluating its Cu–Au–Mo metallogenic potential,2015-07-26,article,Ore Geology Reviews,Jamshid Ahmadian,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2015-01-01_2015-12-31/attempt_000001/page_000006.json,48,09e44cd60474991c89141eb94b5d6b86a94c754b36117dcfa7856930e8b47b23
S00083,https://openalex.org/W1427939221,10.25560/24964,Metal Oxide Semiconductors Employed as Photocatalysts during Water Splitting,2014-08-01,dissertation,Spiral (Imperial College London),Federico M. Pesci,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2014-01-01_2014-12-31/attempt_000001/page_000005.json,66,f7bf46509e0d1907acc32b8fe2f2ffa1dd4b184436699f45deb1e316e514ee26
S00084,https://openalex.org/W143630512,,Ablation par laser pulse de revetements antierosion pour le domaine aeronautique,2013-04-01,dissertation,PolyPublie (École Polytechnique de Montréal),Alexis Ragusich,1,fr,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2013-01-01_2013-12-31/attempt_000001/page_000003.json,67,6e7909dd7bc4efbf1108381ac383864c64941caaf6f4eed3ae3c78a9aee5e07b
S00085,https://openalex.org/W1437707231,10.1149/ma2015-02/42/1672,Novel Electrocatalysts for Generating Oxygen from Acid Water Electrolysis,2015-07-07,conference-abstract,ECS Meeting Abstracts,Kuntal Chatterjee,7,en,True,BOTH,2;3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2015-01-01_2015-12-31/attempt_000001/page_000001.json,88,2747d472d6ed0a29ba8aa5fbb8e9af7d58c14a0b29f3fbd179dd42a8fcecb5f5
S00086,https://openalex.org/W1438305123,10.25560/24147,A hybrid exchange density functional study of anatase TiO2 surfaces for applications in solar hydrogen production,2014-06-01,dissertation,Spiral (Imperial College London),Frederico Sanches,1,en,True,BOTH,4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q04_year_2014-01-01_2014-12-31/attempt_000001/page_000001.json,74,164f939d10117eab68121a8829ca6f55eec7fe1f1d188a26a0c004b69234aa2a
S00087,https://openalex.org/W143854126,,Semitransparent Functional Devices using PEDOT and/or ZnO Heterostructures,2014-11-06,dissertation,Repositorio Institucional de la Universidad de Málaga (University of Málaga),Jorge Rodríguez-Moreno,1,en,True,BOTH,3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q03_year_2014-01-01_2014-12-31/attempt_000001/page_000001.json,68,3659c941027a38e2fbcbebfe07783324dc6db0c081f7e8abdc4f878e9e791a5e
S00088,https://openalex.org/W1440648424,10.1016/j.oregeorev.2015.08.005,"Microbially mediated iron ore formation, Silicic Superunit, Rudabánya, Hungary",2015-08-10,article,Ore Geology Reviews,Sarolta Bodor,4,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2015-01-01_2015-12-31/attempt_000001/page_000006.json,84,09e44cd60474991c89141eb94b5d6b86a94c754b36117dcfa7856930e8b47b23
S00089,https://openalex.org/W1444856836,10.1016/j.oregeorev.2015.08.003,"Oxidized and reduced kaolin fan deposits: Their sedimentological–mineralogical facies and physical–chemical regime (North-Bavarian Kaolin Mining District, Germany)",2015-08-14,article,Ore Geology Reviews,Harald G. Dill,4,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2015-01-01_2015-12-31/attempt_000001/page_000006.json,91,09e44cd60474991c89141eb94b5d6b86a94c754b36117dcfa7856930e8b47b23
S00090,https://openalex.org/W1448803096,,Nanotubos óxidos aplicados a resinas compostas fotoativadas,2015-04-27,dissertation,Americanae (AECID Library),Larisa B. Arruda,1,pt,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2015-01-01_2015-12-31/attempt_000001/page_000004.json,98,0c60331363441f834e788c031ab748c433e54bd5bb81edded1049abd45ea2e09
S00091,https://openalex.org/W1456952338,10.1016/j.crci.2015.03.006,Transition metal loaded TiO2 for phenol photo-degradation,2015-09-09,article,Comptes Rendus Chimie,Izabela Dobrosz‐Gómez,7,es,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2015-01-01_2015-12-31/attempt_000001/page_000007.json,44,c87cd07b1ae0162c9596fb991f551758043d4211fe0b57817c1e68179fcf1587
S00092,https://openalex.org/W145722956,,Copper oxide nanoarchitectures for photoelectrochemical hydrogen generation,2012-01-01,dissertation,University Libraries (University of Maryland),Chia‐Ying Chiang,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2012-01-01_2012-12-31/attempt_000001/page_000001.json,3,07e9fa9c66830c78b0adc814c2039a6446cd27d07cc55137852aa98bade92d64
S00093,https://openalex.org/W1464744838,10.11606/d.18.2014.tde-29012015-215637,Síntese e caracterização do composto SrTi1-xMnxO3 nanoestruturado,2014-11-24,dissertation,,Marcelo Rizzo Piton,1,pt,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2014-01-01_2014-12-31/attempt_000001/page_000007.json,39,aded8857e3f549473bb7d1648b3532f70332e14894de597dcefb74c985b0370d
S00094,https://openalex.org/W146551697,,Al-doped Zinc Oxide as a Transparent Conductive Material,2011-01-01,dissertation,Research Commons (University of Waikato),R.A. Linklater,1,en,True,BOTH,1;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2011-01-01_2011-12-31/attempt_000001/page_000001.json,3,8c0e8c9b5956cfc538222d988e28d61ab7e0b33aa8cd184d98fd3bc91ae4a588
S00095,https://openalex.org/W1469013320,10.1038/srep13661,Layered Seed-Growth of AgGe Football-like Microspheres via Precursor-Free Picosecond Laser Synthesis in Water,2015-09-03,article,Scientific Reports,Dongshi Zhang,4,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2015-01-01_2015-12-31/attempt_000001/page_000007.json,39,c87cd07b1ae0162c9596fb991f551758043d4211fe0b57817c1e68179fcf1587
S00096,https://openalex.org/W1479857132,10.1155/2015/538954,Metal‐Insulator Phase Transition in Quasi‐One‐Dimensional VO2 Structures,2015-01-01,article,Journal of Nanomaterials,Woong‐Ki Hong,4,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2015-01-01_2015-12-31/attempt_000001/page_000003.json,4,de6e92771ffa22ea293ec2c00c7c8c497528a6f52ef98bad3dfad58ffb9713ce
S00097,https://openalex.org/W1479992631,10.3986/ac.v43i2.653,"Heavy minerals in sediments from the Mošnica Cave: Implications for the pre-Quaternary evolution of the middle-mountain allogenic karst in the Nízke Tatry Mts., Slovakia",2014-12-31,article,Acta Carsologica,Katarína Bónová,7,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2014-01-01_2014-12-31/attempt_000001/page_000008.json,2,976c673b767c71c65d522fee8774b06c6f0dbf23d3cdf40a77c37e8cdedf4993
S00098,https://openalex.org/W1480039934,10.4236/epe.2015.79038,Physicochemical Characterization of Photoelectrodes of Ti/TiO2 Prepared by Thermal Oxidation of Titanium,2015-01-01,article,Energy and Power Engineering,Marcos M. Pedemonte,2,en,True,BOTH,1;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2015-01-01_2015-12-31/attempt_000001/page_000002.json,12,6ea9f835a7cffced9aaaca6e33f178f816ea459a4e332ebb8225ee3fcbc77cb5
S00099,https://openalex.org/W1480115161,10.5772/26602,"New Identity of the Kimberlite Melt: Constraints from Unaltered Diamondiferous Udachnaya –East Pipe Kimberlite, Russia",2011-12-22,book-chapter,InTech eBooks,S. Kamenetsky Vadim,3,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2011-01-01_2011-12-31/attempt_000001/page_000004.json,59,f6b9d0c49f29f2b91899dfb30d417883c4fdf168ef0e4ec2d6061c5e8471b52d
S00100,https://openalex.org/W1480153255,10.5772/21694,Properties of Nanofillers in Polymer,2011-08-09,book-chapter,InTech eBooks,M. Damien,3,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2011-01-01_2011-12-31/attempt_000001/page_000003.json,45,8f9257ff6942840fae9a1f1ae3121a3cc83d3468f689baf5d86b00f4f7554d23
S00101,https://openalex.org/W1480799408,10.26686/wgtn.17005588.v1,The Oruanui Eruption: Insights into the Generation and Dynamics of the World's Youngest Supereruption,2013-01-01,dissertation,,Aidan S. R. Allan,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2013-01-01_2013-12-31/attempt_000001/page_000002.json,41,b3e2028c1ec5c4b78c20035c5297470a5ab658887386e79ac8f71c469b123ce4
S00102,https://openalex.org/W1481093776,,Supramolecular architectures with functionalised host ligands,2014-07-01,dissertation,UPT. Syiah Kuala University Library (Syiah Kuala University),James J. Henkelis,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2014-01-01_2014-12-31/attempt_000001/page_000005.json,26,f7bf46509e0d1907acc32b8fe2f2ffa1dd4b184436699f45deb1e316e514ee26
